,,W0,W1,W2,W3,W4,W5
F3,S2793,4.1404867927036175e-08,1.050196988175607e-07,1.7237009615170071e-09,2.1899634351720365e-07,3.864068778937396e-09,7.097945453367179e-09
F3,S2794,3.771730881984595e-08,1.1614399532391983e-07,1.514746237172297e-09,1.8589125581975277e-07,1.8878964158810282e-08,1.3420005143784422e-08
F3,S2795,3.912238417099724e-08,1.0168496241708337e-07,1.631833016484723e-09,1.7799882729270503e-07,3.4897016026067345e-09,6.633812673928234e-09
F3,S2796,3.757246607778212e-08,1.0484944120482685e-07,1.6400808492076078e-09,1.6842980394866738e-07,5.281451656740863e-09,7.40598775622068e-09
F3,S2797,4.0984587796899466e-08,1.0660143700955466e-07,2.209745126196527e-09,1.552655464516154e-07,4.349443141241337e-09,7.132925320309822e-09
F3,S2798,4.201342435777777e-08,1.069914072794405e-07,2.194546986774235e-09,1.3706265587580293e-07,5.4554941493694e-09,7.564304632730088e-09
F3,S2799,4.32209017116019e-08,1.0484106413924749e-07,1.6433090509244462e-09,2.2177862957895755e-07,9.5579590822026e-09,1.3377927187545346e-08
F3,S2800,3.823598904682571e-08,1.0626599413228501e-07,1.590633390995428e-09,1.662615631263179e-07,3.258174390468952e-09,6.70421490983614e-09
F3,S2801,4.527231502912342e-08,1.1716705685561424e-07,1.477649037295194e-09,1.924537122645417e-07,3.2015980509407992e-09,6.518546877069672e-09
F3,S2802,3.916500877426229e-08,1.0827608036892015e-07,1.7263451949921421e-09,1.6546870267420026e-07,3.7024497751663908e-09,6.9374882103799616e-09
F3,S2803,3.814892395732824e-08,1.0427357509649668e-07,1.6378993428344339e-09,1.7503072998720808e-07,3.468754553475784e-09,6.754297461930718e-09
F3,S2804,3.756673938401851e-08,1.0393340166481146e-07,1.629409624238083e-09,1.7656869116006351e-07,3.616655122325634e-09,7.18325326646455e-09
F3,S2805,4.3883522915078106e-08,4.794943588633781e-07,4.684970482502836e-09,2.8932783003227957e-06,3.7067725049785664e-09,7.218127615925882e-09
F3,S2806,4.399380094780321e-08,1.0480758709144055e-07,3.2192444895220866e-09,1.4851597297425593e-07,3.7193615916993835e-09,7.1495499001655444e-09
F3,S2807,4.694019563518298e-08,1.1746293611225634e-07,1.4651173548138018e-09,1.8075000035160187e-07,3.253148207956576e-09,6.627720786008683e-09
F3,S2808,4.378361200788415e-08,1.5450075477455956e-07,3.4605771859701284e-09,1.4078295303702472e-07,1.0344594970358869e-08,1.09936849723157e-08
F3,S2809,4.787279079944382e-08,1.202588607179751e-07,1.4417629512236873e-09,1.8093252787571587e-07,2.988381858261893e-09,6.379993369612384e-09
F3,S2810,3.759899411650375e-08,1.0170284951477406e-07,1.5122333303432525e-09,1.6926535364733983e-07,3.579077451212754e-09,6.706738704193449e-09
F3,S2811,4.138848409917411e-08,1.0250901096820611e-07,1.6434332318338672e-09,1.4793701216371498e-07,9.950514025675047e-09,1.2619047369361573e-08
F3,S2812,4.684129759007501e-08,1.2488050096751584e-07,1.4409183845491048e-09,1.8663544707135433e-07,7.808860667989397e-09,8.172639340560607e-09
F3,S2813,4.4282956804650965e-08,1.0814911991569994e-07,2.070724809072813e-09,2.998110533202826e-07,7.186866343300069e-09,9.890524119375926e-09
F3,S2814,4.1265895954233215e-08,1.1597240020946149e-07,1.5512731242803243e-09,1.9983600072182638e-07,3.735440508002809e-09,6.9961494274082324e-09
F3,S2815,4.116488055525396e-08,1.0619480187250252e-07,1.956149852892793e-09,1.6431011914020018e-07,5.440926766935236e-09,7.502462118783189e-09
F3,S2816,3.788737932086434e-08,1.0574653025218663e-07,1.6569549304965542e-09,1.8007712464091045e-07,3.601398574890785e-09,6.615735698036115e-09
F3,S2817,3.9634129370980374e-08,1.0611936348416859e-07,1.681575649056296e-09,1.5159550379215776e-07,4.15764078138509e-09,7.3785966854272174e-09
F3,S2818,3.6987898339100813e-08,1.0387207857319791e-07,1.5647057041083234e-09,1.742379429607113e-07,3.619649279409778e-09,6.855924442113159e-09
F3,S2819,3.8391597096089473e-08,1.0470977970374477e-07,1.5184683721929739e-09,1.4788390855245894e-07,9.864397243679912e-09,1.4675925561021309e-08
F3,S2820,3.659667358464764e-08,1.1058915518510246e-07,1.5479701347017082e-09,1.4867079324375749e-07,1.0007086001191229e-08,1.351974199979449e-08
F3,S2821,4.482751145460512e-08,1.2392064265178774e-07,1.4671996420673768e-09,1.9995643140214083e-07,3.163007904512863e-09,6.510465400672422e-09
F3,S2822,4.2894233810598194e-08,1.1544435650458481e-07,1.5110619576303637e-09,1.8406527107689614e-07,3.166582625030471e-09,6.57658484014398e-09
F3,S2823,3.999024608122479e-08,1.1290730225367409e-07,1.5242590574437698e-09,1.8516549346934015e-07,3.153677718186898e-09,6.503544213847693e-09
F3,S2824,4.063131508426115e-08,1.347268236740885e-07,1.887117999987398e-09,1.6301351119371806e-07,5.0497602069340485e-09,7.328937246672265e-09
F3,S2825,3.892255730521253e-08,1.0707879946388123e-07,1.6098707456322498e-09,1.6746600576193593e-07,8.913394956310375e-09,8.426012044695043e-09
F3,S2826,3.73195917168598e-08,1.0489282861165789e-07,1.6164054559050083e-09,1.7281119619176672e-07,7.267748174361761e-09,7.59795729362104e-09
F3,S2827,4.179321427311168e-08,1.0235963758543976e-07,1.7301837035917585e-09,1.7342296006319852e-07,3.836987875136951e-09,6.956341459029267e-09
F3,S2828,4.078482193494521e-08,1.013922186477646e-07,1.5263537302400812e-09,1.6304747677877194e-07,3.0857856321854456e-09,6.505047364981689e-09
F3,S2829,3.9394228957667694e-08,1.0210604993376215e-07,1.5539482670631903e-09,1.762380258528938e-07,3.228549029477217e-09,6.512705967941267e-09
F3,S2830,3.963359111420262e-08,1.091473645377805e-07,1.5386244517820692e-09,1.7777869150194252e-07,4.788884791974397e-09,7.188085805337238e-09
F3,S2831,4.384700400083773e-08,1.0534266398795567e-07,1.983490945640739e-09,1.6124723263214795e-07,3.671021958896649e-09,6.7415491533404526e-09
F3,S2832,3.6496314978408094e-08,1.0708866192480472e-07,1.581122649138779e-09,1.5246812511102123e-07,3.8123354791785636e-09,6.819186421491475e-09
F3,S2833,3.7764241445453403e-08,1.0697142894083657e-07,1.5674826814419383e-09,1.8275173811086594e-07,3.757655535802011e-09,6.835444124969057e-09
F3,S2834,4.572837682429999e-08,1.0380102614728502e-07,1.5196249871304384e-09,1.922972288025946e-07,3.349012572762176e-09,6.584854991117912e-09
F3,S2835,4.883130255240881e-08,1.2920815590010333e-07,1.4292265089437497e-09,1.9864506512507086e-07,3.0347643862009045e-09,6.382037268557819e-09
F3,S2836,4.0433530478320325e-08,1.0262867313384336e-07,1.868867577474539e-09,1.783574759882965e-07,3.3815368347951102e-09,6.5692951430181644e-09
F3,S2837,4.4286037000464034e-08,6.251329264093162e-07,2.7785047094794126e-09,1.375722327272201e-07,4.41747782656993e-09,7.24233471692112e-09
F3,S2838,4.228249581461998e-08,1.177440863344363e-07,2.1299227332642685e-09,1.5457189831781575e-07,4.064469655671694e-09,7.0265373739435076e-09
F3,S2839,4.1799157063320454e-08,1.0485408664342034e-07,1.6664311334394363e-09,1.501473511895203e-07,4.415371774055416e-09,6.984619173557083e-09
F3,S2840,3.853271076112247e-08,1.0625437675659403e-07,1.6235613400064856e-09,1.7581467966155255e-07,3.350301305181422e-09,6.643892027463907e-09
F3,S2841,4.1265129891073476e-08,1.0745305344156412e-07,1.82340783347824e-09,1.335500548564877e-07,6.5240815246027376e-09,7.944010387739815e-09
F3,S2842,4.3370241634540443e-08,1.1531193803191373e-07,1.4830970557429682e-09,1.5054049426532152e-07,4.939027112404405e-09,7.290378254716104e-09
F3,S2843,3.8151824138431633e-08,1.0602150399562102e-07,1.7065776639216424e-09,1.536532852086128e-07,5.3469297361393495e-09,7.0103709002606235e-09
F3,S2844,4.393310326896121e-08,1.094749819890339e-07,3.271933199542647e-09,1.402397270697764e-07,3.989823582685279e-09,6.973671769944503e-09
F3,S2845,3.680390385568675e-08,1.0674406549138945e-07,1.567097343242258e-09,1.5515641611924195e-07,3.5598352093848725e-09,6.7472116524416895e-09
F3,S2846,4.447437039119721e-08,1.0977436291295884e-07,1.475531527476706e-09,1.779989450650867e-07,8.59764110011877e-09,8.66557643197203e-09
F3,S2847,3.8358288534747945e-08,1.0750505480338795e-07,2.116546579902928e-09,1.739008209432088e-07,1.3503444312278646e-07,1.183580543970478e-07
F3,S2848,5.969813244595146e-08,1.0442937282614378e-07,3.500900599355914e-09,2.1974212267460544e-07,3.6172071883118342e-09,6.850755644689578e-09
F3,S2849,3.65826581989071e-08,1.1525197476831548e-07,1.5650685170560142e-09,1.945083414872563e-07,3.6037944199136927e-09,6.668833992294418e-09
F3,S2850,6.972492359669717e-08,2.3852915656663975e-07,4.3857952311443075e-09,1.3546054244373294e-06,4.231576505582106e-09,7.3331303998170595e-09
F3,S2851,4.044313362400332e-08,1.0706743671590449e-07,1.5275287638613832e-09,1.8283238931337465e-07,3.535323129533996e-09,6.584941553957095e-09
F3,S2852,4.3862335877737836e-08,1.0822296479288731e-07,2.6750667900795474e-09,2.2786375121191343e-07,9.272892473946508e-09,1.188110000463869e-08
F3,S2853,4.8825911475734954e-08,1.1062750595185431e-07,1.470381531564839e-09,1.9850347702770438e-07,2.9873403497205e-09,6.41842851573116e-09
F3,S2854,3.979723622004437e-08,1.199383599257541e-07,1.5025589587434696e-09,1.750713020997353e-07,4.663617528407116e-09,7.030404980203821e-09
F3,S2855,4.476259711523701e-08,1.0741879464422566e-07,2.742354960846626e-09,1.5184049323675728e-07,4.511774505188857e-09,7.155048686510885e-09
F3,S2856,3.8006288619435845e-08,1.17015213068718e-07,1.5480652710284748e-09,1.7099709885175597e-07,3.1712311127346386e-09,6.463509671147246e-09
F3,S2857,9.159331278028442e-08,1.0585411415516424e-07,4.9595348601273385e-09,1.9956838448229878e-07,5.263133593873911e-09,7.301896612970316e-09
F3,S2858,3.9201147085563045e-08,1.0204904694089154e-07,1.5766818126396024e-09,1.9049378197598335e-07,3.4494457573507093e-09,6.6678012181956475e-09
F3,S2859,3.9284538468489604e-08,1.0287021144629371e-07,1.5827063230480919e-09,1.5353014949347574e-07,4.442077523589517e-09,7.221356216066022e-09
F3,S2860,4.07347179538196e-08,1.1765804929292234e-07,2.0043958856989267e-09,1.3772243633747692e-07,1.5089999609713904e-08,1.2670029570101687e-08
F3,S2861,3.855719830199444e-08,1.1163775544974388e-07,1.5445511173034917e-09,1.6360740437070016e-07,6.46050805728969e-08,2.0823179233248662e-08
F3,S2862,3.9583188985675894e-08,1.0706735089577604e-07,1.6843119631388909e-09,1.8029155954138465e-07,9.650417447731246e-09,1.6455461472991525e-08
F3,S2863,3.691672018711332e-08,1.0463500392673579e-07,1.5575367764414106e-09,1.6418589167468727e-07,3.7050031214147483e-09,6.718665214564901e-09
F3,S2864,3.708640472136225e-08,1.0737599318592162e-07,1.6224599799095574e-09,1.869277918542634e-07,3.6576130482500604e-09,6.691543501871115e-09
F3,S2865,4.223377510840253e-08,1.1280880393941007e-07,1.508481400527271e-09,1.867326600133208e-07,7.660381117566387e-09,8.022503780569245e-09
F3,S2866,6.134464004628543e-08,1.0562990812720047e-07,3.2488974744413254e-09,1.4999544135311247e-07,8.873031471744178e-09,1.188297554666965e-08
F3,S2867,4.28275502507854e-08,1.1522809603697963e-07,1.5148262576793344e-09,1.746368719855773e-07,3.1893868247586185e-09,6.77688513905314e-09
F3,S2868,5.869218583500374e-08,1.0825414147144892e-07,2.304905722430752e-09,6.32787686238407e-07,1.2098807904684936e-08,1.5813719539660002e-07
F3,S2869,3.7896714640387845e-08,1.0657075073522793e-07,1.7892818348893895e-09,1.405737005258421e-07,6.563229950888224e-09,8.158059649397339e-09
F3,S2870,4.180639777930705e-08,1.0136904495543543e-07,1.8544521909619705e-09,1.4317578522330814e-07,5.0094081347757845e-09,7.54675801444688e-09
F3,S2871,1.9431633702833956e-07,1.0626379596973155e-07,5.703905487267251e-09,1.346199930483118e-07,5.486403608822877e-09,7.522223638486057e-09
F3,S2872,4.3210675633220955e-08,1.1598398070998137e-07,1.4662664964772287e-09,1.3624581331718038e-07,3.1765750527058268e-09,6.717254456255109e-09
F3,S2873,4.434292163511841e-08,1.0808168882508603e-07,1.777824202948889e-09,1.3798245606773938e-07,9.973699580872976e-09,1.291448359626708e-08
F3,S2874,3.939130901636322e-08,1.0147267605403925e-07,1.5194534892555379e-09,1.8022237855829853e-07,3.6050241109633994e-09,6.694707883691563e-09
F3,S2875,4.146195190685773e-08,1.0413608666580904e-07,1.6527255593995628e-09,1.4297642561574602e-07,5.766940042970585e-09,8.608802697804699e-09
F3,S2876,4.412643612302559e-08,1.0836037467118771e-07,2.3270383721440797e-09,1.5618498925005657e-07,6.49248639629143e-09,8.22912565659848e-09
F3,S2877,3.771497641178527e-08,1.056857480678333e-07,1.6337216196123424e-09,1.356284946965274e-07,3.577020317842061e-09,6.942470166175252e-09
F3,S2878,4.756981384958786e-08,1.1428122066097874e-07,3.4139311997791097e-09,1.839458978683433e-07,4.260276784830509e-09,7.435704631161688e-09
F3,S2879,3.644248820547163e-08,1.0599748847386623e-07,1.5635571570450994e-09,1.815142729204284e-07,3.4468038888614218e-09,6.694717738591516e-09
F3,S2880,3.6380656340079886e-08,1.0294149704499383e-07,1.572320016816312e-09,1.509885990361547e-07,8.044693488262853e-09,8.740043719589614e-09
F3,S2881,4.07454464224689e-08,1.1312350993023798e-07,1.521201863561311e-09,1.8037570896328772e-07,3.39825518745296e-09,6.62184138088905e-09
F3,S2882,3.9079492794697025e-08,1.0694035190673124e-07,1.547774716955095e-09,1.5700010206160843e-07,3.248354864928916e-09,6.631842410098385e-09
F3,S2883,4.3859547746234844e-08,1.495764018092603e-07,1.9400784235138527e-09,0.3787300490207817,4.3327053394168786e-09,7.68637627391894e-09
F3,S2884,4.2915021268335995e-08,1.0698831863035373e-07,2.181401655924044e-09,1.5281342614084428e-07,4.0768923727960475e-09,7.057248037992204e-09
F3,S2885,3.726103109444759e-08,1.0214207380953143e-07,1.600840809357904e-09,1.669293928748323e-07,3.7614835593454394e-09,6.815040636067793e-09
F3,S2886,4.139100466559689e-08,1.0832586661109155e-07,1.7256780470239057e-09,0.2761851132890574,5.36977890832247e-09,8.522230088372645e-09
F3,S2887,9.991135022510634e-08,1.0718139648186677e-07,7.120551633489728e-09,1.3961383314564197e-07,1.4245814621679882e-08,2.0024967083509648e-08
F3,S2888,3.926506043052041e-08,1.0811360535488118e-07,1.6260865844028047e-09,2.2748103371591424e-07,3.7002852231207784e-09,6.9161364441345576e-09
F3,S2889,3.830338154665853e-08,1.0357089129453181e-07,1.6273091202272268e-09,1.4701252741053635e-07,3.4361557626531417e-09,6.802586216871272e-09
F3,S2890,4.994476151758468e-08,1.2704064908545266e-07,1.4277527832105654e-09,1.9650091983269344e-07,6.235544057935885e-09,7.600642910738972e-09
F3,S2891,3.767586505801151e-08,1.092613377776401e-07,1.5108534885035007e-09,1.5490440748062766e-07,3.3008323995908326e-09,6.636867423070404e-09
F3,S2892,3.826401625373078e-08,1.1571948534529837e-07,1.532058852430395e-09,1.808357260465275e-07,3.1306307312971525e-09,6.532654654895254e-09
F3,S2893,4.128383240231503e-08,1.040570845826685e-07,1.5295345052928204e-09,1.7662791145000987e-07,3.389117602359561e-09,6.70194459473615e-09
F3,S2894,5.558319558907883e-08,2.720870374146758e-07,4.900091463687539e-09,2.0832961191724018e-07,4.701234820497456e-09,7.534924375129137e-09
F3,S2895,4.745471658724726e-08,1.208213323134075e-07,1.4570930416074329e-09,1.8437613793759115e-07,3.2858447197525827e-09,6.482478195132727e-09
F3,S2896,3.6883070622693633e-08,1.078708611430847e-07,1.6071494594042398e-09,1.5497629292113687e-07,3.720081216981073e-09,6.794815891751541e-09
F3,S2897,4.2446405369731213e-08,1.099292669642528e-07,1.501824144068014e-09,1.8739788875172227e-07,3.0504926089968836e-09,6.425863623582934e-09
F3,S2898,4.3987537376553564e-08,1.083012692740319e-07,3.1137933395559184e-09,3.814449985992674e-07,1.6691825975917115e-08,3.617898114815405e-08
F3,S2899,4.578845659140193e-08,1.1898514277389896e-07,1.4677026109964408e-09,1.9047433923087945e-07,7.396767198502206e-09,8.203926324742056e-09
F3,S2900,3.771624142382923e-08,1.0295972931180136e-07,1.5961926109668518e-09,1.7679354739111713e-07,7.544515117573381e-09,8.64615656725683e-09
F3,S2901,3.974742499069688e-08,1.1819450922966781e-07,1.5028351671089954e-09,1.845824272001161e-07,3.5096311935721453e-09,6.635818442150095e-09
F3,S2902,3.7277750100105e-08,1.1633836584765063e-07,1.5425457672244058e-09,1.8634329212853195e-07,3.8306371073120514e-09,6.822590701072853e-09
F3,S2903,4.5354463275629486e-08,1.2105162920067674e-07,1.4531590239862034e-09,1.9427454593401516e-07,4.172123437211797e-09,6.903528292503998e-09
F3,S2904,3.637981100413828e-08,1.0467693337626106e-07,1.6193531256488107e-09,1.9488356211131054e-07,4.5730407717392375e-09,6.973529067347286e-09
F3,S2905,3.714762134168953e-08,1.0502617792825279e-07,1.6631944566409307e-09,1.633748055069742e-07,3.6846046116141333e-09,7.019788261408439e-09
F3,S2906,4.3743413190412007e-08,1.0222273845876771e-07,1.8457995766947405e-09,1.51042146353909e-07,3.3296081755306577e-09,6.6503389631796e-09
F3,S2907,3.9590510238672844e-08,1.0795870188892133e-07,1.651993661780435e-09,1.6412121399263415e-07,3.791104813875908e-09,6.862693961407958e-09
F3,S2908,3.6926783797738466e-08,1.0840513745046548e-07,1.6236283847267442e-09,1.5459601008579258e-07,4.074416960684825e-09,7.193415511026816e-09
F3,S2909,3.7036319709985366e-08,1.0552099960691928e-07,1.5443953649546805e-09,1.7047799079427035e-07,3.65176202861321e-09,6.853127358320119e-09
F3,S2910,4.98736982486119e-08,1.1904588605821577e-07,1.4305357596511463e-09,1.9690001212336287e-07,2.942156949787652e-09,6.362982764574698e-09
F3,S2911,4.145008029588772e-08,1.1667975415142206e-07,1.5242381394828952e-09,1.8789423218660673e-07,3.121693084276183e-09,6.473111486472196e-09
F3,S2912,4.2687619923988424e-08,1.0803225866534396e-07,1.5527317175764492e-09,1.579110288664512e-07,3.840386347889903e-09,6.95018733016792e-09
F3,S2913,3.664230734655521e-08,1.077285857399805e-07,1.5856583485211437e-09,1.3911039214283305e-07,4.006341326940142e-09,7.019346113780695e-09
F3,S2914,4.3907191926525383e-08,1.044151093934996e-07,2.2389006778660365e-09,1.767223211536031e-07,3.929483987072264e-09,6.944693365372412e-09
F3,S2915,3.66709086790582e-08,1.1072919926410512e-07,1.5525476875754278e-09,1.6838074919693259e-07,7.637819507660757e-09,8.421220683261491e-09
F3,S2916,4.0314071447900844e-08,1.0597926501435163e-07,1.781482107665669e-09,1.3541923823128462e-07,3.757710944482725e-09,6.722982552746056e-09
F3,S2917,4.305036559488716e-08,1.020635328307626e-07,1.5142955393018124e-09,1.6341132653790197e-07,3.6458815176359525e-09,6.771173356851265e-09
F3,S2918,4.4413421299012676e-08,1.0600995489890303e-07,2.026331821270128e-09,2.060941912065576e-07,3.929125656688941e-09,7.1612925744849235e-09
F3,S2919,4.2014771942029935e-08,1.0320368229658358e-07,1.4847665287560278e-09,1.7778466104534637e-07,3.5251964883657823e-09,6.729173838668489e-09
F3,S2920,4.3880679984968135e-08,1.0667372269398304e-07,2.1251305047538436e-09,1.7962482600377827e-07,3.5495891935655114e-09,6.609785634740176e-09
F3,S2921,4.3253745454165354e-08,1.0656157534430112e-07,1.8446114265465607e-09,2.700052174401625e-07,9.677227788365719e-09,1.3639183239677304e-08
F3,S2922,3.864301801077879e-08,1.0742783066145701e-07,1.608766121608872e-09,1.6874633682461015e-07,3.6808507976301797e-09,6.849336666037403e-09
F3,S2923,3.91526189746273e-08,1.1077565801177649e-07,1.5860953660873335e-09,1.8969397488925655e-07,5.7451415406080995e-09,7.39181285301759e-09
F3,S2924,4.4163672184354225e-08,1.0840727335317544e-07,2.1414642588212074e-09,2.140008900367154e-07,3.80557966762586e-09,7.07387585619893e-09
F3,S2925,3.8667054352665134e-08,1.06480012232315e-07,1.616990950232397e-09,2.0545077667236603e-07,3.745739246919728e-09,6.994494662382272e-09
F3,S2926,4.5051616146185574e-08,1.1846838703042574e-07,1.4654564921094124e-09,1.987311693256699e-07,3.08817112712266e-09,6.437633384042961e-09
F3,S2927,3.981999753613845e-08,1.093462784786562e-07,1.9910414530373777e-09,1.3762469996507507e-07,8.092890915690483e-09,8.962114490280922e-09
F3,S2928,3.755793247819921e-08,1.0824883090412351e-07,1.6289409952876084e-09,1.4409359316756445e-07,3.4566410679056843e-09,6.761603457072173e-09
F3,S2929,3.684520018596021e-08,1.0322718715666983e-07,1.5893826928975268e-09,1.9573893450272856e-07,3.1478577104042968e-09,6.4847496771338024e-09
F3,S2930,3.6373884744999744e-08,1.0571351547351784e-07,1.5720553438953616e-09,1.8210010146651337e-07,3.466991622878118e-09,6.684186900131459e-09
F3,S2931,3.887093101575568e-08,1.0795975776379914e-07,1.8029581498661748e-09,1.690993855010638e-07,3.269014287653963e-09,6.6727528728144555e-09
F3,S2932,3.86266873126134e-08,1.0143271594167128e-07,1.569940186697093e-09,1.7879178714801424e-07,3.7177265680502364e-09,6.810091522333687e-09
F3,S2933,4.194171545394988e-08,1.0740508638286881e-07,2.2668898477242907e-09,1.7581891290798173e-07,3.6311350466906555e-09,6.751586811477859e-09
F3,S2934,3.918200793619481e-08,1.0834402725037236e-07,1.9964617783072163e-09,1.8649459015082173e-07,3.351965664355946e-09,6.834563150370104e-09
F3,S2935,3.9358793611922104e-08,1.0127713172967142e-07,1.6376418745457795e-09,1.8394569651076786e-07,3.4011255013791636e-09,6.653763294614708e-09
F3,S2936,3.9806048900423096e-08,1.0244022401926935e-07,1.6417125777461566e-09,1.6635985352541608e-07,3.5165689564595337e-09,6.752765829217722e-09
F3,S2937,4.168418694131703e-08,1.0490543758937688e-07,1.853356858274045e-09,1.7459129996681016e-07,4.040231475911976e-09,6.9302906700233814e-09
F3,S2938,4.180796358500767e-08,1.0307678221013745e-07,1.5055891296094734e-09,1.7160922526509882e-07,3.5567614645064236e-09,6.657056441292535e-09
F3,S2939,4.4327934098573834e-08,1.2930447688224938e-07,2.4664819736072336e-09,1.4142252442904633e-07,3.7598593874344955e-09,6.89080771983181e-09
F3,S2940,5.303107737391444e-07,1.0883729755552876,5.040138342680088e-08,1.7890315988517512e-07,4.7406020832204574e-09,7.530214500328666e-09
F3,S2941,4.779554171353859e-08,1.187206191378975e-07,1.4511466576978826e-09,1.8337185187202206e-07,3.2323033648057967e-09,6.491990704075436e-09
F3,S2942,3.761696223892711e-08,1.016677887954176e-07,1.5174342861202786e-09,1.7786212710681963e-07,3.349102146139622e-09,6.5750997275003686e-09
F3,S2943,4.423318428135827e-08,1.1206746649379029e-07,2.4493175116493686e-09,1.7490938570355866e-07,7.2236519829290806e-09,8.423700170911739e-09
F3,S2944,4.273223218181386e-08,1.0559229041967615e-07,2.7433216896992192e-09,1.6116532299261796e-07,3.470889928806744e-09,6.66411522370502e-09
F3,S2945,4.435374953056088e-08,1.1597669409972482e-07,1.4724839487003784e-09,1.8593904309055812e-07,3.2435713249843835e-09,6.537811634483865e-09
F3,S2946,4.6993154524346216e-08,1.198055041301184e-07,1.458124526312356e-09,1.8597052482021134e-07,3.112877939219822e-09,6.46371837021401e-09
F3,S2947,4.775098087510938e-08,1.1794358146618804e-07,3.1030376891978064e-09,3.3728460636772733e-07,3.444266473118128e-08,5.807112285537379
F3,S2948,4.328725766614352e-08,1.0791030196227802e-07,1.627656460461758e-09,1.4520191787452906e-07,3.6156397400685445e-09,6.9821215826516866e-09
F3,S2949,4.119306519093855e-08,1.0136809304008324e-07,1.5020619815961296e-09,1.7079892119679606e-07,4.230605777375593e-09,7.0627235836070294e-09
F3,S2950,3.790540679053068e-08,1.0123845231616747e-07,1.599404507776419e-09,1.7893649135871823e-07,4.1187520642884754e-09,7.043408471194314e-09
F3,S2951,4.4323649792869284e-08,1.0843377202521642e-07,2.0287360433495383e-09,2.333731826496556e-07,3.91734738891381e-09,7.480249441667147e-09
F3,S2952,3.8727000965324433e-08,1.0621666093065223e-07,1.6709566538122409e-09,1.673800975152227e-07,3.376026549657243e-09,6.776453481933629e-09
F3,S2953,3.84835041558609e-08,1.0197266289870048e-07,1.5656759264476799e-09,1.6194220662568234e-07,3.2823293635452053e-09,6.625165342997899e-09
F3,S2954,3.970895143859191e-08,1.0268565456356142e-07,1.6241559018546136e-09,1.383260783230592e-07,3.385202408981451e-09,6.826624870581464e-09
F3,S2955,6.022080114992942e-08,1.0849007362755796e-07,4.370033796069298e-09,1.3375560716001106e-07,5.1035920830326045e-09,7.565202911215671e-09
F3,S2956,7.286507327250105e-08,1.2685544911261546e-07,3.872904600336109e-09,2.8582434540362003e-07,3.98770688999151e-09,7.171062507603674e-09
F3,S2957,4.154600131237128e-08,1.067649035894548e-07,1.5105422262790151e-09,1.619821295008725e-07,3.4113606816889533e-09,6.6056942282467065e-09
F3,S2958,4.275935940628722e-08,1.1796152577379291e-07,1.4800355268687396e-09,1.6948557629441236e-07,3.4003530435838754e-09,6.566089819806959e-09
F3,S2959,4.201192996200713e-08,1.1762275498914234e-07,1.7350153800118365e-09,2.129793086414708e-07,3.6779127667111955e-09,6.9965479296910214e-09
F3,S2960,3.852314513227732e-08,1.0954611959355303e-07,1.5313071717308535e-09,1.7914525521400441e-07,3.3329532853521914e-09,6.567419042744172e-09
F3,S2961,3.9596346730323736e-08,1.0454295214145888e-07,1.5798009892970238e-09,1.7978963234829977e-07,3.2078527194950525e-09,6.604249989251668e-09
F3,S2962,3.638931051416611e-08,1.0830558689277663e-07,1.677922783008024e-09,1.3434739429230237e-07,9.534907811928425e-09,1.0725046430047031e-08
F3,S2963,3.9365394559410094e-08,1.0389915420698366e-07,1.625376398485599e-09,1.6059269097673685e-07,3.324985427314588e-09,6.6067393588368545e-09
F3,S2964,4.940315603063767e-08,1.045841504468737e-07,2.552382657213186e-09,1.467256736873784e-07,4.801062152324564e-09,7.2597679534705535e-09
F3,S2965,4.704423322516468e-08,1.1839275748544815e-07,1.4572025141607763e-09,1.98099971213552e-07,4.265121192477506e-09,6.81221071883183e-09
F3,S2966,4.296354761814631e-08,1.0764640531671017e-07,1.5590938012297676e-09,1.7592376731405203e-07,6.02465431143614e-09,7.623500916674278e-09
F3,S2967,3.944122199344959e-08,1.1086440583903323e-07,1.5093353170381013e-09,1.5902048801200765e-07,5.057025490144713e-09,7.092161355994723e-09
F3,S2968,4.3090370010174675e-08,1.0840968224370205e-07,2.0863563023475926e-09,2.0929772448097977e-07,3.816395867465546e-09,7.204751653283698e-09
F3,S2969,3.73022020943385e-08,1.075807069998815e-07,1.6510961728890463e-09,1.8439219691888696e-07,4.581630730472551e-09,7.151506285981555e-09
F3,S2970,3.884779962915155e-08,1.039471359944899e-07,1.5706746596949815e-09,1.8977862007689597e-07,5.003166312992928e-09,7.2442817195663435e-09
F3,S2971,4.4099496859023965e-08,5.751505133751511e-07,3.734830528865177e-09,1.6596713565414028e-07,4.223934064124243e-09,7.073093750972348e-09
F3,S2972,3.7811129339814675e-08,1.0740687463814682e-07,1.6573625781196932e-09,1.488945288664467e-07,3.830406992806853e-09,7.09578336901114e-09
F3,S2973,3.854027800331553e-08,1.0400858692769585e-07,1.5568991010630253e-09,1.3324225677951743e-07,4.279760115149042e-09,7.270961590034561e-09
F3,S2974,4.229915683153855e-08,1.111316740238437e-07,1.5338840538506618e-09,1.5121599673132894e-07,7.744622686525874e-09,8.444673933501821e-09
F3,S2975,3.875655751824953e-08,2.0588780325003483e-07,2.0274150343267824e-09,1.332623996055338e-07,4.3467592018232965e-09,7.138439669459209e-09
